r1	r2	r1.p.value	r2.p.value	r1*r2.p.value
3187	3194	0.624616	0.938004	0.0000071210
3187	3196	0.624616	0.938004	0.0000071210
3189	3241	0.920854	0.958560	0.0000052155
3195	3241	0.502870	0.984833	0.0000036814
3225	3533	0.053876	0.881699	0.0000079282
3242	3899	0.765072	0.745787	0.0000092889
3245	3338	0.986126	0.031643	0.0000096313
3245	3579	0.871961	0.151134	0.0000097835
3245	4370	0.827601	0.004113	0.0000043579
3245	4432	0.953364	0.000949	0.0000021556
3261	3816	0.780618	0.000025	0.0000053849
3266	3634	0.517419	0.327263	0.0000072325
3267	3600	0.487521	0.488295	0.0000055560
3267	3635	0.303581	0.848186	0.0000000519
3272	4208	0.599808	0.968028	0.0000067778
3281	3359	0.000355	0.540151	0.0000035507
3286	3813	0.027378	0.000116	0.0000022746
3288	4723	0.108344	0.027144	0.0000059328
3319	3832	0.002384	0.057656	0.0000069271
3319	4433	0.141088	0.000293	0.0000046794
3320	3421	0.100178	0.158804	0.0000013360
3320	3420	0.100178	0.158804	0.0000013360
3320	3419	0.100178	0.158804	0.0000013360
3320	3840	0.087297	0.098290	0.0000099720
3320	3933	0.095677	0.018607	0.0000084052
3320	4402	0.143581	0.446839	0.0000075270
3324	3886	0.417787	0.001347	0.0000035300
3324	4328	0.117376	0.177083	0.0000033670
3324	4392	0.175028	0.287413	0.0000046499
3324	4389	0.083670	0.168351	0.0000002022
3328	4644	0.345825	0.896603	0.0000023018
3328	4650	0.296757	0.043359	0.0000060235
3329	4093	0.137976	0.125843	0.0000073959
3332	4792	0.096626	0.815098	0.0000016094
3342	4175	0.064171	0.023864	0.0000010305
3363	3399	0.141965	0.691228	0.0000019638
3363	3403	0.152785	0.718486	0.0000059309
3363	3401	0.152785	0.718486	0.0000059309
3369	3896	0.012704	0.007170	0.0000042978
3387	4710	0.555938	0.028152	0.0000023610
3388	3671	0.594140	0.816726	0.0000037316
3391	3401	0.071395	0.075439	0.0000086194
3414	4088	0.230652	0.039840	0.0000069484
3414	4081	0.243905	0.034736	0.0000072300
3414	4087	0.210087	0.046351	0.0000089282
3424	4295	0.901791	0.321569	0.0000087394
3446	3822	0.823064	0.078136	0.0000026845
3453	3812	0.544011	0.391163	0.0000026298
3453	3889	0.261247	0.812453	0.0000053383
3454	3676	0.673506	0.196742	0.0000003299
3454	3674	0.475091	0.524187	0.0000025021
3462	3480	0.000038	0.083598	0.0000033813
3462	3807	0.310225	0.062571	0.0000055217
3462	4103	0.000048	0.378053	0.0000036429
3462	4481	0.497010	0.647356	0.0000061941
3468	3815	0.521290	0.104665	0.0000028372
3468	4091	0.025201	0.895621	0.0000006024
3470	4075	0.806157	0.192685	0.0000062591
3470	4085	0.819592	0.155714	0.0000060123
3474	4922	0.585011	0.300289	0.0000075434
3511	3539	0.000411	0.396637	0.0000094904
3511	4459	0.003968	0.088814	0.0000065614
3511	4833	0.003192	0.439870	0.0000069146
3518	4789	0.472635	0.759001	0.0000096549
3546	3664	0.020828	0.747840	0.0000008705
3622	3765	0.413170	0.319601	0.0000026623
3667	4073	0.000304	0.008618	0.0000043592
3706	4153	0.385088	0.230689	0.0000049107
3769	4064	0.024757	0.005392	0.0000065611
3769	4506	0.002725	0.152867	0.0000008369
3777	4362	0.129014	0.080670	0.0000014563
3777	4447	0.000973	0.897616	0.0000040144
3786	3879	0.185279	0.465289	0.0000020745
3786	4092	0.029175	0.279792	0.0000016614
3786	4718	0.000475	0.439567	0.0000036556
3789	4305	0.008559	0.477815	0.0000037619
3791	3817	0.117410	0.399056	0.0000042174
3791	3807	0.117410	0.399056	0.0000042174
3791	4910	0.003044	0.047676	0.0000054407
3792	4914	0.015311	0.067747	0.0000040650
3797	4414	0.713662	0.000302	0.0000011952
3807	4093	0.001224	0.024475	0.0000005265
3809	4792	0.014993	0.285428	0.0000090106
3811	4354	0.447775	0.002827	0.0000079030
3811	4353	0.447775	0.002827	0.0000079030
3848	4092	0.000689	0.026916	0.0000039500
3848	4090	0.000689	0.026916	0.0000039500
3850	4093	0.000046	0.100331	0.0000079833
3881	4184	0.008905	0.364857	0.0000073737
3881	4185	0.007256	0.210514	0.0000061141
3882	3901	0.088858	0.078131	0.0000092499
3882	4261	0.088876	0.445169	0.0000087502
3885	4088	0.000171	0.554175	0.0000024563
3885	4089	0.000511	0.026925	0.0000033528
3885	4095	0.000310	0.071341	0.0000031181
3885	4091	0.000104	0.179146	0.0000010530
3885	4092	0.000123	0.269603	0.0000010663
3897	4243	0.006012	0.000227	0.0000076300
3919	4411	0.580133	0.739886	0.0000051724
3925	4510	0.197091	0.126296	0.0000008675
3925	4509	0.280156	0.081468	0.0000015600
3925	4511	0.315725	0.143582	0.0000007473
3928	4095	0.062739	0.026394	0.0000071907
3961	4190	0.847307	0.422860	0.0000060761
3961	4191	0.847307	0.422860	0.0000060761
3961	4192	0.847307	0.422860	0.0000060761
3977	4421	0.190257	0.000899	0.0000001321
3977	4417	0.314748	0.166919	0.0000006344
3977	4821	0.358231	0.572141	0.0000047502
3977	4823	0.452071	0.208241	0.0000037981
3993	4156	0.000026	0.038538	0.0000058978
4064	4152	0.088515	0.807965	0.0000037242
4087	4171	0.004182	0.489274	0.0000046642
4094	4735	0.012505	0.051441	0.0000086908
4150	4263	0.000020	0.519176	0.0000080451
4150	4327	0.000022	0.241757	0.0000080436
4150	4342	0.000012	0.164213	0.0000026520
4150	4674	0.000017	0.726762	0.0000075940
4150	4695	0.000013	0.546756	0.0000062178
4150	4683	0.000013	0.546756	0.0000062178
4150	4678	0.000013	0.546756	0.0000062178
4192	4295	0.000000	0.210960	0.0000011791
4198	4524	0.003600	0.550644	0.0000041671
4198	4856	0.010470	0.128468	0.0000080950
4293	4589	0.177375	0.047929	0.0000056175
4414	4779	0.156071	0.054892	0.0000039739
4415	4543	0.144537	0.898493	0.0000045707
4508	4782	0.000801	0.137867	0.0000059317
4657	4824	0.701830	0.000128	0.0000038238
4779	4850	0.016548	0.516094	0.0000049180
4779	4846	0.016548	0.516094	0.0000049180
4779	4841	0.016773	0.526000	0.0000081438
4779	4847	0.016773	0.526000	0.0000081438
4903	4996	0.951326	0.035345	0.0000001737
4903	4997	0.951326	0.035345	0.0000001737
4906	4987	0.000000	0.088636	0.0000003693
